region,service_line,resource_demand,capacity_planned,operational_spend_usd,reliability_score,gdp_growth_rate,tech_investment_index,cloud_sentiment_score,year,month,day,rolling_mean_7,rolling_std_7,lag_1,lag_7,lag_14,day_of_week,is_weekend,quarter,demand_spike_flag
West Europe,Compute,552.51,701,309.41,99.927,2.32,127.44,1970-01-01 00:00:00.000000062,1970,1,1,741.7085714285714,241.05556644534428,1130.62,1144.01,659.68,3,0,2,0
West Europe,Storage,973.33,1236,136.27,99.576,2.32,127.44,1970-01-01 00:00:00.000000062,1970,1,1,799.5814285714285,241.09197597794972,552.51,568.22,1167.46,3,0,2,0
Central India,Compute,516.99,656,289.51,99.45,2.11,127.52,1970-01-01 00:00:00.000000065,1970,1,1,736.1871428571428,249.83421307701158,973.33,960.75,607.66,3,0,2,0
Central India,Storage,841.45,1068,117.8,99.559,2.11,127.52,1970-01-01 00:00:00.000000065,1970,1,1,787.3571428571428,224.8267300770591,516.99,483.26,987.73,3,0,2,0
West Europe,Compute,572.04,726,320.35,99.679,2.0,125.53,1970-01-01 00:00:00.000000060,1970,1,1,749.1471428571429,236.89092924200986,841.45,839.51,811.3499999999999,4,0,2,0
East US,Storage,1138.38,1445,159.37,99.669,2.1,128.29,1970-01-01 00:00:00.000000062,1970,1,1,817.9028571428571,272.83698916595364,572.04,657.09,849.98,4,0,2,1
East US,Compute,654.77,831,366.67,99.779,2.1,128.29,1970-01-01 00:00:00.000000062,1970,1,1,749.9242857142857,239.1348470254907,1138.38,1130.62,676.73,4,0,2,0
Central India,Storage,853.13,1083,119.44,99.56,2.38,127.31,1970-01-01 00:00:00.000000061,1970,1,1,792.87,224.30690619476385,654.77,552.51,1144.01,4,0,2,0
Central India,Compute,512.85,651,287.2,99.757,2.38,127.31,1970-01-01 00:00:00.000000061,1970,1,1,727.0871428571429,230.01276332081304,853.13,973.33,568.22,4,0,2,0
West Europe,Storage,946.08,1201,132.45,99.684,2.0,125.53,1970-01-01 00:00:00.000000060,1970,1,1,788.3857142857144,221.7166682094621,512.85,516.99,960.75,4,0,2,0
East US,Compute,645.54,819,361.5,99.434,2.04,126.55,1970-01-01 00:00:00.000000065,1970,1,1,760.3985714285716,226.22105865933972,946.08,841.45,483.26,5,1,2,0
East US,Storage,1130.06,1435,158.21,99.535,2.04,126.55,1970-01-01 00:00:00.000000065,1970,1,1,840.1157142857144,246.21896236596237,645.54,572.04,839.51,5,1,2,1
West Europe,Compute,558.38,709,312.69,99.633,2.02,125.33,1970-01-01 00:00:00.000000062,1970,1,1,757.2585714285715,225.8683061305542,1130.06,1138.38,657.09,5,1,2,0
West Europe,Storage,975.34,1238,136.55,99.812,2.02,125.33,1970-01-01 00:00:00.000000062,1970,1,1,803.0542857142857,233.97785520978545,558.38,654.77,1130.62,5,1,2,0
Central India,Compute,506.03,642,283.38,99.421,2.35,128.96,1970-01-01 00:00:00.000000061,1970,1,1,753.4685714285714,257.22184591182327,975.34,853.13,552.51,5,1,2,0
Central India,Storage,853.13,1083,119.44,99.64,2.35,128.96,1970-01-01 00:00:00.000000061,1970,1,1,802.08,235.3975625050804,506.03,512.85,973.33,5,1,2,0
East US,Compute,657.25,834,368.06,99.772,2.03,127.21,1970-01-01 00:00:00.000000065,1970,1,1,760.8185714285713,231.2265357774039,853.13,946.08,516.99,6,1,2,0
East US,Storage,1128.58,1433,158.0,99.844,2.03,127.21,1970-01-01 00:00:00.000000065,1970,1,1,829.8242857142857,261.2218291578467,657.25,645.54,841.45,6,1,2,1
West Europe,Compute,579.41,735,324.47,99.485,2.19,128.89,1970-01-01 00:00:00.000000064,1970,1,1,751.16,237.5817072082782,1128.58,1130.06,572.04,6,1,2,0
West Europe,Storage,973.53,1236,136.29,99.476,2.19,128.89,1970-01-01 00:00:00.000000064,1970,1,1,810.4671428571428,233.2142554758236,579.41,558.38,1138.38,6,1,2,0
Central India,Compute,514.03,652,287.86,99.902,2.2,124.97,1970-01-01 00:00:00.000000062,1970,1,1,744.5657142857143,243.79782141883766,973.53,975.34,654.77,6,1,2,0
Central India,Storage,823.75,1046,115.32,99.462,2.2,124.97,1970-01-01 00:00:00.000000062,1970,1,1,789.9542857142858,220.44435184849863,514.03,506.03,853.13,6,1,2,0
West Europe,Compute,565.54,718,316.7,99.715,2.31,127.46,1970-01-01 00:00:00.000000062,1970,1,1,748.87,233.14138936133446,823.75,853.13,512.85,0,0,2,0
East US,Compute,662.6,841,371.05,99.658,2.36,127.75,1970-01-01 00:00:00.000000067,1970,1,1,749.6342857142856,232.79950034719744,565.54,657.25,946.08,0,0,2,0
East US,Storage,1130.32,1435,158.24,99.76,2.36,127.75,1970-01-01 00:00:00.000000067,1970,1,1,749.8828571428572,233.27200515809054,662.6,1128.58,645.54,0,0,2,1
Central India,Compute,473.81,601,265.33,99.475,2.3,127.69,1970-01-01 00:00:00.000000061,1970,1,1,734.7971428571428,249.01711666163885,1130.32,579.41,1130.06,0,0,2,0
Central India,Storage,861.06,1093,120.55,99.651,2.3,127.69,1970-01-01 00:00:00.000000061,1970,1,1,718.7300000000001,234.23599452973372,473.81,973.53,558.38,0,0,2,0
West Europe,Storage,996.68,1265,139.54,99.442,2.31,127.46,1970-01-01 00:00:00.000000062,1970,1,1,787.68,234.97319059841675,861.06,514.03,975.34,0,0,2,0
Central India,Compute,517.65,657,289.89,99.67,2.09,125.28,1970-01-01 00:00:00.000000062,1970,1,1,743.9514285714286,254.7888806069692,996.68,823.75,506.03,1,0,2,0
Central India,Storage,859.11,1091,120.28,99.81,2.09,125.28,1970-01-01 00:00:00.000000062,1970,1,1,785.89,244.48012679970512,517.65,565.54,853.13,1,0,2,0
East US,Compute,659.76,837,369.47,99.677,2.11,125.26,1970-01-01 00:00:00.000000063,1970,1,1,785.4842857142858,244.72106399307896,859.11,662.6,657.25,1,0,2,0
East US,Storage,1147.68,1457,160.67,99.885,2.11,125.26,1970-01-01 00:00:00.000000063,1970,1,1,787.9642857142857,248.85116293728265,659.76,1130.32,1128.58,1,0,2,1
West Europe,Compute,593.71,754,332.48,99.699,2.35,126.62,1970-01-01 00:00:00.000000064,1970,1,1,805.092857142857,226.77062726569338,1147.68,473.81,579.41,1,0,2,0
West Europe,Storage,966.35,1227,135.29,99.981,2.35,126.62,1970-01-01 00:00:00.000000064,1970,1,1,820.1342857142857,234.46298121858078,593.71,861.06,973.53,1,0,2,0
East US,Compute,668.69,849,374.47,99.631,2.01,126.84,1970-01-01 00:00:00.000000064,1970,1,1,773.2785714285716,225.91890657406032,966.35,996.68,514.03,2,0,2,0
East US,Storage,1152.63,1463,161.37,99.609,2.01,126.84,1970-01-01 00:00:00.000000064,1970,1,1,863.99,233.5229150069282,668.69,517.65,823.75,2,0,2,1
West Europe,Compute,587.6,746,329.05,99.789,2.14,126.79,1970-01-01 00:00:00.000000062,1970,1,1,825.2028571428572,255.9408237408457,1152.63,859.11,565.54,2,0,2,0
West Europe,Storage,989.08,1256,138.47,99.778,2.14,126.79,1970-01-01 00:00:00.000000062,1970,1,1,872.2485714285714,250.67426270152274,587.6,659.76,662.6,2,0,2,0
Central India,Compute,497.21,631,278.44,99.98,2.34,127.08,1970-01-01 00:00:00.000000068,1970,1,1,779.3242857142857,252.11522298723787,989.08,1147.68,1130.32,2,0,2,0
Central India,Storage,831.58,1056,116.42,99.955,2.34,127.08,1970-01-01 00:00:00.000000068,1970,1,1,813.3057142857142,238.59566501071345,497.21,593.71,473.81,2,0,2,0
East US,Storage,1121.69,1424,157.04,99.834,2.31,124.46,1970-01-01 00:00:00.000000063,1970,1,1,835.4971428571429,261.34219137076957,831.58,966.35,861.06,3,0,2,1
West Europe,Compute,573.37,728,321.09,99.678,2.29,126.19,1970-01-01 00:00:00.000000069,1970,1,1,821.88,273.6745256687217,1121.69,668.69,996.68,3,0,2,0
East US,Compute,690.36,876,386.6,99.751,2.31,124.46,1970-01-01 00:00:00.000000063,1970,1,1,755.8414285714287,233.36694049133365,573.37,1152.63,517.65,3,0,2,0
Central India,Compute,474.78,602,265.88,99.964,2.24,124.38,1970-01-01 00:00:00.000000060,1970,1,1,739.7242857142857,250.2108396837317,690.36,587.6,859.11,3,0,2,0
Central India,Storage,841.94,1069,117.87,99.839,2.24,124.38,1970-01-01 00:00:00.000000060,1970,1,1,718.7042857142858,231.23209226930015,474.78,989.08,659.76,3,0,2,0
West Europe,Storage,1008.93,1281,141.25,99.584,2.29,126.19,1970-01-01 00:00:00.000000069,1970,1,1,791.8071428571429,230.4245124195978,841.94,497.21,1147.68,3,0,2,0
East US,Compute,688.44,874,385.53,99.782,2.39,127.15,1970-01-01 00:00:00.000000067,1970,1,1,771.3585714285715,232.64730569602338,1008.93,831.58,593.71,4,0,2,0
East US,Storage,1147.36,1457,160.63,99.587,2.39,127.15,1970-01-01 00:00:00.000000067,1970,1,1,775.0257142857143,239.1998613333725,688.44,1121.69,966.35,4,0,2,1
West Europe,Compute,553.17,702,309.78,99.714,2.05,128.84,1970-01-01 00:00:00.000000060,1970,1,1,772.14,242.1418597296494,1147.36,573.37,668.69,4,0,2,0
West Europe,Storage,995.67,1264,139.39,99.824,2.05,128.84,1970-01-01 00:00:00.000000060,1970,1,1,815.7557142857142,252.24242974151778,553.17,690.36,1152.63,4,0,2,0
Central India,Compute,499.03,633,279.46,99.871,2.2,127.11,1970-01-01 00:00:00.000000064,1970,1,1,819.2200000000001,246.8887035352835,995.67,474.78,587.6,4,0,2,0
Central India,Storage,854.81,1085,119.67,99.735,2.2,127.11,1970-01-01 00:00:00.000000064,1970,1,1,821.0585714285714,247.13389720477198,499.03,841.94,989.08,4,0,2,0
West Europe,Compute,593.15,753,332.17,99.701,2.39,127.5,1970-01-01 00:00:00.000000061,1970,1,1,761.6614285714285,244.40454103995756,854.81,1008.93,497.21,5,1,2,0
East US,Storage,1140.31,1448,159.64,99.561,2.2,127.17,1970-01-01 00:00:00.000000060,1970,1,1,826.2142857142857,279.0595341414406,593.15,688.44,831.58,5,1,2,1
East US,Compute,645.37,819,361.41,99.453,2.2,127.17,1970-01-01 00:00:00.000000060,1970,1,1,754.5014285714285,245.22652462764367,1140.31,1147.36,1121.69,5,1,2,0
Central India,Storage,827.44,1050,115.84,99.548,2.26,127.23,1970-01-01 00:00:00.000000064,1970,1,1,793.6828571428572,229.07629403863692,645.37,553.17,573.37,5,1,2,0
Central India,Compute,514.4,653,288.06,99.488,2.26,127.23,1970-01-01 00:00:00.000000064,1970,1,1,724.9300000000001,230.56709500707174,827.44,995.67,690.36,5,1,2,0
West Europe,Storage,966.03,1226,135.24,99.76,2.39,127.5,1970-01-01 00:00:00.000000061,1970,1,1,791.6442857142856,221.70172919616863,514.4,499.03,474.78,5,1,2,0
East US,Storage,1114.29,1415,156.0,99.417,2.28,125.92,1970-01-01 00:00:00.000000066,1970,1,1,828.7128571428572,253.4435298519362,966.03,854.81,841.94,6,1,2,0
West Europe,Compute,589.91,749,330.35,99.584,2.35,127.03,1970-01-01 00:00:00.000000069,1970,1,1,828.25,253.9478890770042,1114.29,593.15,1008.93,6,1,2,0
East US,Compute,657.44,834,368.17,99.748,2.28,125.92,1970-01-01 00:00:00.000000066,1970,1,1,759.2685714285715,218.10652301330268,589.91,1140.31,688.44,6,1,2,0
Central India,Compute,521.74,662,292.17,99.657,2.35,127.93,1970-01-01 00:00:00.000000068,1970,1,1,741.6071428571429,233.34030497067909,657.44,645.37,1147.36,6,1,2,0
Central India,Storage,833.48,1058,116.69,99.591,2.35,127.93,1970-01-01 00:00:00.000000068,1970,1,1,742.47,233.72145758002907,521.74,827.44,553.17,6,1,2,0
West Europe,Storage,1003.84,1274,140.54,99.756,2.35,127.03,1970-01-01 00:00:00.000000069,1970,1,1,812.39,227.24107081834143,833.48,514.4,995.67,6,1,2,0
East US,Compute,667.18,847,373.62,99.64,2.09,126.21,1970-01-01 00:00:00.000000067,1970,1,1,769.6971428571429,221.56750654629568,1003.84,966.03,499.03,0,0,2,0
East US,Storage,1142.53,1451,159.95,99.465,2.09,126.21,1970-01-01 00:00:00.000000067,1970,1,1,773.7314285714286,229.0193345861559,667.18,1114.29,854.81,0,0,2,1
West Europe,Compute,560.47,711,313.86,99.899,2.32,123.78,1970-01-01 00:00:00.000000064,1970,1,1,769.5257142857143,233.18999291401425,1142.53,589.91,593.15,0,0,2,0
West Europe,Storage,966.57,1227,135.32,99.582,2.32,123.78,1970-01-01 00:00:00.000000064,1970,1,1,813.6871428571429,237.6541806711508,560.47,657.44,1140.31,0,0,2,0
Central India,Compute,492.72,625,275.93,99.457,2.35,124.86,1970-01-01 00:00:00.000000061,1970,1,1,809.5414285714286,243.77022018207813,966.57,521.74,645.37,0,0,2,0
Central India,Storage,861.23,1093,120.57,99.831,2.35,124.86,1970-01-01 00:00:00.000000061,1970,1,1,813.5057142857142,244.44909687275293,492.72,833.48,827.44,0,0,2,0
West Europe,Compute,584.31,742,327.22,99.686,2.3,127.46,1970-01-01 00:00:00.000000061,1970,1,1,753.5728571428572,241.41667622006315,861.23,1003.84,514.4,1,0,2,0
East US,Compute,660.55,838,369.91,99.801,2.17,126.36,1970-01-01 00:00:00.000000061,1970,1,1,752.6257142857143,241.82476988218428,584.31,667.18,966.03,1,0,2,0
East US,Storage,811.3499999999999,1452,160.11,99.413,2.18,125.515,1970-01-01 00:00:00.000000061,1970,1,1,705.3142857142858,176.36605246448323,660.55,1142.53,1114.29,1,0,2,0
Central India,Storage,807.49,1025,113.05,99.775,2.11,123.43,1970-01-01 00:00:00.000000060,1970,1,1,740.6028571428571,167.01942668586844,811.3499999999999,560.47,589.91,1,0,2,0
West Europe,Storage,962.61,1222,134.76,99.743,2.3,127.46,1970-01-01 00:00:00.000000061,1970,1,1,740.0371428571427,166.13082944016196,807.49,966.57,657.44,1,0,2,0
Central India,Compute,515.92,655,288.92,99.64,2.11,123.43,1970-01-01 00:00:00.000000060,1970,1,1,743.3514285714285,160.51092802138334,962.61,492.72,521.74,1,0,2,0
East US,Compute,647.13,821,362.39,99.588,2.26,128.33,1970-01-01 00:00:00.000000063,1970,1,1,712.7657142857142,154.59482115702164,515.92,861.23,833.48,2,0,2,0
East US,Storage,1117.37,1419,156.43,99.588,2.26,128.33,1970-01-01 00:00:00.000000063,1970,1,1,788.9171428571428,204.12734152274334,647.13,584.31,1003.84,2,0,2,1
West Europe,Compute,577.96,734,323.66,99.455,2.27,127.42,1970-01-01 00:00:00.000000065,1970,1,1,777.1185714285714,214.88686096242733,1117.37,660.55,667.18,2,0,2,0
West Europe,Storage,960.47,1219,134.47,99.464,2.27,127.42,1970-01-01 00:00:00.000000065,1970,1,1,798.4214285714286,225.95259520738458,577.96,811.3499999999999,1142.53,2,0,2,0
Central India,Compute,517.86,657,290.0,99.43,2.37,124.41,1970-01-01 00:00:00.000000062,1970,1,1,757.0457142857142,249.324514027879,960.47,807.49,560.47,2,0,2,0
Central India,Storage,839.45,1066,117.52,99.435,2.37,124.41,1970-01-01 00:00:00.000000062,1970,1,1,739.4514285714286,236.41177293221327,517.86,962.61,966.57,2,0,2,0
West Europe,Compute,599.49,761,335.71,99.728,2.25,124.19,1970-01-01 00:00:00.000000067,1970,1,1,751.3900000000001,225.0808572491227,839.45,515.92,492.72,3,0,2,0
East US,Storage,1128.28,1432,157.96,99.601,2.05,125.65,1970-01-01 00:00:00.000000064,1970,1,1,820.1257142857143,258.86678986543996,599.49,647.13,861.23,3,0,2,1
East US,Compute,683.3,867,382.65,99.949,2.05,125.65,1970-01-01 00:00:00.000000064,1970,1,1,758.1157142857144,225.65553371286518,1128.28,1117.37,584.31,3,0,2,0
Central India,Storage,835.84,1061,117.02,99.84,2.35,127.32,1970-01-01 00:00:00.000000065,1970,1,1,794.9557142857144,211.97767310553704,683.3,577.96,660.55,3,0,2,0
Central India,Compute,494.82,628,277.1,99.987,2.35,127.32,1970-01-01 00:00:00.000000065,1970,1,1,728.4342857142857,224.09743727949706,835.84,960.47,811.3499999999999,3,0,2,0
West Europe,Storage,984.36,1250,137.81,99.734,2.25,124.19,1970-01-01 00:00:00.000000067,1970,1,1,795.0771428571428,220.3729856942755,494.82,517.86,807.49,3,0,2,0
East US,Storage,1146.16,1455,160.46,99.681,2.07,127.68,1970-01-01 00:00:00.000000060,1970,1,1,838.8928571428571,257.9525219049866,984.36,839.45,962.61,4,0,2,1
East US,Compute,650.28,825,364.16,99.486,2.07,127.68,1970-01-01 00:00:00.000000060,1970,1,1,846.1485714285715,250.7088568724396,1146.16,599.49,515.92,4,0,2,0
West Europe,Compute,593.38,753,332.29,99.699,2.23,125.47,1970-01-01 00:00:00.000000067,1970,1,1,769.7342857142858,231.13826733920834,650.28,1128.28,647.13,4,0,2,0
West Europe,Storage,988.18,1254,138.35,99.885,2.23,125.47,1970-01-01 00:00:00.000000067,1970,1,1,813.2885714285713,240.66512193146207,593.38,683.3,1117.37,4,0,2,0
Central India,Storage,867.26,1101,121.42,99.554,2.37,126.6,1970-01-01 00:00:00.000000064,1970,1,1,817.7771428571428,241.4475521871005,988.18,835.84,577.96,4,0,2,0
Central India,Compute,494.88,628,277.13,99.867,2.37,126.6,1970-01-01 00:00:00.000000064,1970,1,1,817.7857142857143,241.4341770101557,867.26,494.82,960.47,4,0,2,0
East US,Compute,663.74,842,371.69,99.961,2.03,127.38,1970-01-01 00:00:00.000000066,1970,1,1,771.9828571428571,234.89023973722155,494.88,984.36,517.86,5,1,2,0
East US,Storage,1111.79,1411,155.65,99.802,2.03,127.38,1970-01-01 00:00:00.000000066,1970,1,1,767.0728571428571,225.95432862374957,663.74,1146.16,839.45,5,1,2,0
West Europe,Compute,594.85,755,333.12,99.774,2.09,124.12,1970-01-01 00:00:00.000000062,1970,1,1,759.1542857142857,231.6295053065808,1111.79,650.28,599.49,5,1,2,0
West Europe,Storage,950.44,1207,133.06,99.5,2.09,124.12,1970-01-01 00:00:00.000000062,1970,1,1,810.1628571428571,228.33066538934855,594.85,593.38,1128.28,5,1,2,0
Central India,Compute,513.22,651,287.4,99.425,2.24,124.08,1970-01-01 00:00:00.000000062,1970,1,1,742.3114285714286,237.01884569435754,950.44,988.18,683.3,5,1,2,0
Central India,Storage,815.38,1035,114.15,99.837,2.24,124.08,1970-01-01 00:00:00.000000062,1970,1,1,734.9,233.24163614872307,513.22,867.26,835.84,5,1,2,0
East US,Compute,682.02,866,381.93,99.844,2.17,128.51,1970-01-01 00:00:00.000000061,1970,1,1,761.6342857142856,210.78962844956268,815.38,494.88,494.82,6,1,2,0
East US,Storage,1134.11,1440,158.78,99.881,2.17,128.51,1970-01-01 00:00:00.000000061,1970,1,1,828.8299999999999,246.35395376030215,682.02,663.74,984.36,6,1,2,1
West Europe,Compute,583.38,740,326.69,99.808,2.38,123.18,1970-01-01 00:00:00.000000060,1970,1,1,753.342857142857,225.2527480198102,1134.11,1111.79,1146.16,6,1,2,0
West Europe,Storage,978.65,1242,137.01,99.632,2.38,123.18,1970-01-01 00:00:00.000000060,1970,1,1,808.1714285714286,226.9482026387347,583.38,594.85,650.28,6,1,2,0
Central India,Compute,479.6,609,268.58,99.521,2.31,126.8,1970-01-01 00:00:00.000000068,1970,1,1,740.9085714285713,246.6717500666672,978.65,950.44,593.38,6,1,2,0
Central India,Storage,866.55,1100,121.32,99.615,2.31,126.8,1970-01-01 00:00:00.000000068,1970,1,1,791.3842857142856,227.7391829013428,479.6,513.22,988.18,6,1,2,0
East US,Compute,645.21,819,361.32,99.747,2.15,124.42,1970-01-01 00:00:00.000000063,1970,1,1,767.0742857142857,233.7538261260579,866.55,815.38,867.26,0,0,2,0
East US,Storage,1102.43,1400,154.34,99.794,2.15,124.42,1970-01-01 00:00:00.000000063,1970,1,1,827.1328571428572,260.7121998624971,645.21,682.02,494.88,0,0,2,0
West Europe,Compute,587.34,745,328.91,99.983,2.07,127.91,1970-01-01 00:00:00.000000062,1970,1,1,749.0228571428571,233.94534630366726,1102.43,1134.11,663.74,0,0,2,0
West Europe,Storage,988.34,1255,138.37,99.485,2.07,127.91,1970-01-01 00:00:00.000000062,1970,1,1,806.8742857142859,236.21676999859946,587.34,583.38,1111.79,0,0,2,0
Central India,Compute,523.45,664,293.13,99.466,2.3,128.23,1970-01-01 00:00:00.000000069,1970,1,1,741.8457142857143,243.58831340721457,988.34,978.65,594.85,0,0,2,0
Central India,Storage,853.68,1084,119.52,99.84,2.3,128.23,1970-01-01 00:00:00.000000069,1970,1,1,795.2857142857144,215.9301029544158,523.45,479.6,950.44,0,0,2,0
East US,Compute,686.87,872,384.65,99.977,2.07,126.82,1970-01-01 00:00:00.000000067,1970,1,1,769.617142857143,216.7249008700725,853.68,866.55,513.22,1,0,2,0
East US,Storage,1154.01,1465,161.56,99.486,2.07,126.82,1970-01-01 00:00:00.000000067,1970,1,1,842.3028571428573,250.70445280677123,686.87,645.21,815.38,1,0,2,1
West Europe,Compute,558.85,709,312.96,99.58,2.11,126.29,1970-01-01 00:00:00.000000066,1970,1,1,764.6485714285715,240.68804536360392,1154.01,1102.43,682.02,1,0,2,0
West Europe,Storage,982.29,1247,137.52,99.616,2.11,126.29,1970-01-01 00:00:00.000000066,1970,1,1,821.0699999999999,238.47789198721634,558.85,587.34,1134.11,1,0,2,0
Central India,Compute,471.68,599,264.14,99.954,2.15,124.66,1970-01-01 00:00:00.000000060,1970,1,1,747.2614285714286,257.29050134226156,982.29,988.34,583.38,1,0,2,0
Central India,Storage,822.76,1044,115.19,99.728,2.15,124.66,1970-01-01 00:00:00.000000060,1970,1,1,790.0199999999999,238.04790246222814,471.68,523.45,978.65,1,0,2,0
East US,Compute,670.02,850,375.21,99.767,2.31,130.35,1970-01-01 00:00:00.000000066,1970,1,1,763.7828571428571,239.9755244265744,822.76,853.68,479.6,2,0,2,0
East US,Storage,1161.35,1474,162.59,99.424,2.31,130.35,1970-01-01 00:00:00.000000066,1970,1,1,831.5657142857142,278.5414240202664,670.02,686.87,866.55,2,0,2,1
West Europe,Compute,584.98,742,327.59,99.467,2.43,126.04,1970-01-01 00:00:00.000000064,1970,1,1,750.2757142857142,250.36296909734472,1161.35,1154.01,645.21,2,0,2,0
West Europe,Storage,971.82,1234,136.05,99.52,2.43,126.04,1970-01-01 00:00:00.000000064,1970,1,1,809.2714285714285,246.3616258286833,584.98,558.85,1102.43,2,0,2,0
Central India,Compute,811.3499999999999,635,280.01,99.871,2.18,125.515,1970-01-01 00:00:00.000000064,1970,1,1,784.8514285714285,234.54169625239814,971.82,982.29,587.34,2,0,2,0
Central India,Storage,819.5,1040,114.73,99.463,2.4,126.37,1970-01-01 00:00:00.000000064,1970,1,1,834.54,189.69288538758218,811.3499999999999,471.68,988.34,2,0,2,0
East US,Compute,668.23,848,374.21,99.443,2.2,127.3,1970-01-01 00:00:00.000000061,1970,1,1,812.4642857142857,200.00384670110188,819.5,822.76,523.45,3,0,2,0
West Europe,Storage,978.95,1243,137.05,99.989,2.25,126.46,1970-01-01 00:00:00.000000067,1970,1,1,856.5971428571429,197.40077133539575,668.23,670.02,853.68,3,0,2,0
West Europe,Compute,579.02,735,324.25,99.716,2.25,126.46,1970-01-01 00:00:00.000000067,1970,1,1,773.4071428571427,168.0937837155479,978.95,1161.35,686.87,3,0,2,0
Central India,Storage,863.03,1096,120.82,99.92,2.33,128.38,1970-01-01 00:00:00.000000062,1970,1,1,813.1285714285714,147.77011757327267,579.02,584.98,1154.01,3,0,2,0
Central India,Compute,488.57,620,273.6,99.447,2.33,128.38,1970-01-01 00:00:00.000000062,1970,1,1,744.0928571428573,172.14811149262175,863.03,971.82,558.85,3,0,2,0
East US,Storage,1104.46,1402,154.62,99.506,2.2,127.3,1970-01-01 00:00:00.000000061,1970,1,1,785.9657142857143,220.18077231047658,488.57,811.3499999999999,982.29,3,0,2,0
East US,Compute,670.32,851,375.38,99.679,2.33,129.52,1970-01-01 00:00:00.000000066,1970,1,1,764.6542857142857,223.58726073259328,1104.46,819.5,471.68,4,0,2,0
East US,Storage,1143.84,1452,160.14,99.802,2.33,129.52,1970-01-01 00:00:00.000000066,1970,1,1,832.5985714285715,258.88116974322173,670.32,668.23,822.76,4,0,2,1
West Europe,Compute,593.75,754,332.5,99.696,2.27,124.81,1970-01-01 00:00:00.000000067,1970,1,1,777.5699999999999,263.48613309495664,1143.84,978.95,670.02,4,0,2,0
West Europe,Storage,995.8,1264,139.41,99.451,2.27,124.81,1970-01-01 00:00:00.000000067,1970,1,1,837.11,258.17849226197444,593.75,579.02,1161.35,4,0,2,0
Central India,Compute,492.31,625,275.7,99.478,2.42,128.01,1970-01-01 00:00:00.000000060,1970,1,1,784.15,288.2471929900906,995.8,863.03,584.98,4,0,2,0
Central India,Storage,852.22,1082,119.31,99.796,2.42,128.01,1970-01-01 00:00:00.000000060,1970,1,1,836.1,257.19416679491985,492.31,488.57,971.82,4,0,2,0
West Europe,Storage,971.15,1233,135.96,99.938,2.07,128.96,1970-01-01 00:00:00.000000062,1970,1,1,817.0557142857142,238.24904888632372,852.22,1104.46,811.3499999999999,5,1,2,0
Central India,Compute,499.6,634,279.77,99.791,2.42,126.8,1970-01-01 00:00:00.000000068,1970,1,1,792.6671428571428,263.2042298111412,971.15,670.32,819.5,5,1,2,0
East US,Compute,659.66,837,369.41,99.427,2.21,130.19,1970-01-01 00:00:00.000000060,1970,1,1,723.4985714285714,214.68476311626253,499.6,1143.84,668.23,5,1,2,0
East US,Storage,1121.19,1423,156.97,99.537,2.21,130.19,1970-01-01 00:00:00.000000060,1970,1,1,798.8471428571429,251.03758521479614,659.66,593.75,978.95,5,1,2,1
West Europe,Compute,595.82,756,333.66,99.931,2.07,128.96,1970-01-01 00:00:00.000000062,1970,1,1,741.7071428571428,244.16317997835557,1121.19,995.8,579.02,5,1,2,0
Central India,Storage,857.55,1089,120.06,99.666,2.42,126.8,1970-01-01 00:00:00.000000068,1970,1,1,793.8842857142857,219.79437503093195,595.82,492.31,863.03,5,1,2,0
East US,Storage,1137.79,1444,159.29,99.642,2.12,125.54,1970-01-01 00:00:00.000000064,1970,1,1,834.6800000000001,255.9542460414877,857.55,852.22,488.57,6,1,2,1
West Europe,Compute,586.19,744,328.27,99.819,2.25,130.43,1970-01-01 00:00:00.000000064,1970,1,1,779.6857142857143,263.0044598390643,1137.79,971.15,1104.46,6,1,2,0
East US,Compute,684.19,868,383.15,99.633,2.12,125.54,1970-01-01 00:00:00.000000064,1970,1,1,806.0557142857142,238.3386460380228,586.19,499.6,670.32,6,1,2,0
Central India,Compute,473.12,600,264.95,99.589,2.23,126.82,1970-01-01 00:00:00.000000062,1970,1,1,779.407142857143,266.23151621062715,684.19,659.66,1143.84,6,1,2,0
Central India,Storage,824.58,1047,115.44,99.526,2.23,126.82,1970-01-01 00:00:00.000000062,1970,1,1,737.0342857142857,222.83483187158626,473.12,1121.19,593.75,6,1,2,0
West Europe,Storage,969.56,1231,135.74,99.501,2.25,130.43,1970-01-01 00:00:00.000000064,1970,1,1,790.4257142857142,228.0732318691476,824.58,595.82,995.8,6,1,2,0
East US,Compute,668.94,849,374.6,99.474,2.28,127.41,1970-01-01 00:00:00.000000066,1970,1,1,763.4814285714285,229.954902058974,969.56,857.55,492.31,0,0,2,0
East US,Storage,1119.82,1422,156.77,99.764,2.28,127.41,1970-01-01 00:00:00.000000066,1970,1,1,760.9142857142857,225.1294742925458,668.94,1137.79,852.22,0,0,2,1
West Europe,Compute,583.34,740,326.67,99.647,2.4,126.34,1970-01-01 00:00:00.000000063,1970,1,1,760.5071428571429,225.500396061314,1119.82,586.19,971.15,0,0,2,0
West Europe,Storage,962.04,1221,134.69,99.867,2.4,126.34,1970-01-01 00:00:00.000000063,1970,1,1,800.2,234.1171706646051,583.34,684.19,499.6,0,0,2,0
